highwaylkm100,Thighwaylkm100,wheelbase,length,width,horsepower,wheelbase2,length2,width2,horsepower2,fueldummy,aspirationdummy,makealfa_rom,makeaudi,makebmw,makechevrole,makedodge,makehonda,makeisuzu,makejaguar,makemazda,makemercedes,makemercury,makemitsubis,makenissan,makepeugot,makeplymouth,makeporsche,makesaab,makesubaru,maketoyota,makevolkswag,make
5,2.472135955,243.078,422.402,163.576,56,243.078,422.402,163.576,56,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,toyota
5,2.472135955,243.078,422.402,163.576,70,243.078,422.402,163.576,70,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,toyota
6.92,3.2611785752,243.078,422.402,163.576,70,243.078,422.402,163.576,70,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,toyota
6.92,3.2611785752,243.078,422.402,163.576,70,243.078,422.402,163.576,70,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,toyota
6.92,3.2611785752,240.03,428.498,162.56,70,240.03,428.498,162.56,70,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,toyota
6.92,3.2611785752,240.03,428.498,162.56,70,240.03,428.498,162.56,70,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,toyota
8.11,3.6956123464,240.03,428.498,162.56,112,240.03,428.498,162.56,112,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,toyota
8.11,3.6956123464,240.03,428.498,162.56,112,240.03,428.498,162.56,112,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,toyota
7.84,3.6,249.936,447.548,166.624,116,249.936,447.548,166.624,116,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,toyota
7.84,3.6,249.936,447.548,166.624,116,249.936,447.548,166.624,116,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,toyota
7.84,3.6,249.936,447.548,166.624,116,249.936,447.548,166.624,116,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,toyota
7.84,3.6,249.936,447.548,166.624,116,249.936,447.548,166.624,116,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,toyota
7.84,3.6,249.936,447.548,166.624,116,249.936,447.548,166.624,116,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,toyota
7.84,3.6,249.936,447.548,166.624,116,249.936,447.548,166.624,116,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,toyota
6.92,3.2611785752,260.096,446.024,168.91,92,260.096,446.024,168.91,92,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,toyota
7.13,3.3404119691,260.096,446.024,168.91,73,260.096,446.024,168.91,73,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,toyota
7.35,3.4221766847,260.096,446.024,168.91,92,260.096,446.024,168.91,92,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,toyota
7.35,3.4221766847,260.096,446.024,168.91,92,260.096,446.024,168.91,92,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,toyota
7.35,3.4221766847,260.096,446.024,168.91,92,260.096,446.024,168.91,92,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,toyota
9.8,4.260990337,261.366,466.09,171.958,161,261.366,466.09,171.958,161,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,toyota
9.8,4.260990337,261.366,466.09,171.958,161,261.366,466.09,171.958,161,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,toyota
9.8,4.260990337,265.43,477.012,168.91,156,265.43,477.012,168.91,156,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,toyota
9.8,4.260990337,265.43,477.012,168.91,156,265.43,477.012,168.91,156,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,toyota
5.11,2.5210618222,247.142,436.118,166.37,52,247.142,436.118,166.37,52,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,volkswag
6.92,3.2611785752,247.142,436.118,166.37,85,247.142,436.118,166.37,85,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,volkswag
5.11,2.5210618222,247.142,436.118,166.37,52,247.142,436.118,166.37,52,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,volkswag
6.92,3.2611785752,247.142,436.118,166.37,85,247.142,436.118,166.37,85,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,volkswag
6.92,3.2611785752,247.142,436.118,166.37,85,247.142,436.118,166.37,85,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,volkswag
5.6,2.7328638265,247.142,436.118,166.37,68,247.142,436.118,166.37,68,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,volkswag
7.35,3.4221766847,247.142,436.118,166.37,100,247.142,436.118,166.37,100,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,volkswag
8.11,3.6956123464,240.03,404.622,163.068,90,240.03,404.622,163.068,90,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,volkswag
8.11,3.6956123464,240.03,420.878,162.56,90,240.03,420.878,162.56,90,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,volkswag
9.8,4.260990337,255.016,457.708,169.926,110,255.016,457.708,169.926,110,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,volkswag
6.19,2.9759421218,255.016,457.708,169.926,68,255.016,457.708,169.926,68,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,volkswag
7.59,3.5099909256,255.016,465.074,169.926,88,255.016,465.074,169.926,88,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,volkswag
8.4,3.7965506985,264.922,479.552,170.688,114,264.922,479.552,170.688,114,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,volvo
8.4,3.7965506985,264.922,479.552,170.688,114,264.922,479.552,170.688,114,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,volvo
8.4,3.7965506985,264.922,479.552,170.688,114,264.922,479.552,170.688,114,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,volvo
8.4,3.7965506985,264.922,479.552,170.688,114,264.922,479.552,170.688,114,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,volvo
10.69,4.5391130897,264.922,479.552,170.688,162,264.922,479.552,170.688,162,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,volvo
10.69,4.5391130897,264.922,479.552,170.688,162,264.922,479.552,170.688,162,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,volvo
8.4,3.7965506985,277.114,479.552,175.006,114,277.114,479.552,175.006,114,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,volvo
9.41,4.1351446601,277.114,479.552,174.752,160,277.114,479.552,174.752,160,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,volvo
10.23,4.3968742367,277.114,479.552,175.006,134,277.114,479.552,175.006,134,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,volvo
8.71,3.9025418253,277.114,479.552,175.006,106,277.114,479.552,175.006,106,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,volvo
9.41,4.1351446601,277.114,479.552,175.006,114,277.114,479.552,175.006,114,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,volvo
